text,label
ទន្ទឹមនឹង កាលពី ថ្ងៃអង្គារ ស្នងការ សេដ្ឋកិច្ច អ៊ឺរ៉ុប paolo gentiloni ស្នងការ ទីផ្សារ ផ្ទៃក្នុង thierry breton បាន ការខ្ចី ប្រាក់ រួមគ្នា គំរូ បំណុល រួមគ្នា បាន ជំងឺ រាតត្បាត ឧបត្ថម្ភ ធន ការងារ,positive
ប្រសិនបើ អនុវត្ត ច្បាប់ គោរព ដែន កំណត់ ត្រៀមខ្លួន ទូរស័ព្ទ,positive
កីឡាករ រ៉ា សារ៉ាយ បញ្ជាក់ ឆ្នាំ ប្រហែលជា ប្រកួត ប៉ុណ្ណោះ ប៉ុន្តែ [ ខ្ញុំ ] ខ្មែរ ខ្ញុំ ស្នើសុំ សហព័ន្ធ ប្រដាល់ គុន ខ្មែរ ប្រទេស កម្ពុជា បាន បើក ក្លឹប ប្រដាល់ គុន ខ្មែរ កម្ពុជា ដើម្បីឱ្យ បងប្អូន ខ្មែរ កម្ពុជា ជា ក្មេង ជំនាន់ នៅឯ ស្រុក កំណើត បាន ហ្វឹកហាត់ ដើម្បីឱ្យ គុន ខ្មែរ កម្ពុជា ល្បីល្បាញ ក្រៅ ប្រទេស កម្ពុជា មិន ពាក្យ គុន ខ្មែរ ទេ ថៃ,positive
បាន លឺ អ្នកស្នេហាជាតិ រូប សម្តេច តេជោ នាយក រដ្ឋមន្ត្រី ហ៊ុន សែន បាន ប្តូរផ្តាច់ ជាមួយ កិច្ចសន្ទនា ជា បាន នាំ ប្រទេស សង្គ្រាម ស៊ីវិល ដ៏ អាក្រក់,positive
សម្តេច បាន លើកឡើង ទណ្ឌិត សម រង្ស៊ី មនុស្ស ពិបាក កែ ខណៈ ផ្សេង យល់ដឹង និយាយ បាន,negative
ប្រទេស កម្ពុជា ជា ប្រទេស អត្រា ចូលរួម កម្លាំង ពលកម្ម ការបំពេញ ការងារ ឯង ខ្ពស់ ខណៈពេល អត្រា អ្នកអត់ ការងារ ប្រទេស កត្តា ឆ្លុះបញ្ចាំង ឃើញ ការពឹងផ្អែក ប្រទេស វិស័យ កសិកម្ម ទ្រទ្រង់ ជីវភាព គ្រួសារ ទ្រទ្រង់ វិសាលភាព វិស័យ សេដ្ឋកិច្ច,neutral
អ្នកស្រី អ៊ីម៖ « ចិញ្ចឹម ចៅហត់ ម្តាយ ឪពុក ធ្វើការ មិន ហត់ ឯង ទេ ចិញ្ចឹម កូន មិន ស្រួល ស្តី,negative
អនុញ្ញាតឲ្យ ភ្ញោច ថប់ អារម្មណ៍ ជាជាង គិត ជន មិន,positive
giggs បាន បដិសេធ ការចោទប្រកាន់ ប្រឈមមុខ ការកាត់ទោស ឡើងវិញ ឆ្នាំ គណៈ វិនិច្ឆ័យ មិន ឈានដល់ សាលក្រម ការចោទប្រកាន់ កាលពី ខែ មុន,negative
ចម្លើយ ការសន្សំ លុយ ទុកឲ្យ កូន ការយកចិត្តទុកដាក់ សុខភាព ការវិនិយោគ អចលន ទ្រព្យ គម្រោង ធានារ៉ាប់រង ការអប់រំ ពិតជា កត្តា ដ៏ ចាំបាច់ មិន ខ្វះ បាន,positive
ជាមួយនឹង សារធាតុ ចម្រាញ់ ធម្មជាតិ ទាំងស្រុង សារធាតុ ចិញ្ចឹម ប្រយោជន៍ សាប៊ូ កក់ សក់ ដោះស្រាយ បញ្ហា ស្បែក ក្បាល ផ្សិត អង្គែ សក់ ជ្រុះ ទំពែក,positive
ខ្ញុំ ឈឺ ដៃ ខ្លាំង,negative
ហ្វឹកហាត់ សិស្ស ជា អ្នកដឹកនាំ គ្រូបង្រៀន ផ្ទាល់ ត្រូវតែ ធ្វើជា គំរូ អ្នកដឹកនាំ,positive
គួអោយ ស្រលាញ់,positive
រយៈពេល ថ្ងៃ ៗ កងកម្លាំង រុស្ស៊ី បាន ដក តំបន់ ភាគ ខាងកើត ភាគ ខាងត្បូង អ៊ុយក្រែន ជា កន្លែង ស្ថិត នៅក្រោម សម្ពាធ ធ្ងន់ធ្ងរ ការវាយ បក អ៊ុយក្រែន បាន ជំរុញ ការរិះគន់ សម្ព័ន្ធមិត្ត ជាន់ ខ្ពស់ ពូទីន ទន់ខ្សោយ សង្គ្រាម ទ័ព រុស្ស៊ី,negative
ក្រៅពី ដោយសារ ភ្លៀង បាន បន្ត ធ្លាក់ ជារៀងរាល់ ថ្ងៃ បណ្តា ស្រុក ផ្សេង ជំនន់ ទឹកភ្លៀង ផងដែរ,negative
បាន និយាយ ខ្ពស់ កាយសម្បទា ជម្រុញ លំហូរ ឈាម បង្កើន ទំហំ តំបន់ ខួរក្បាល ផ្តល់ ភាពប្រសើរឡើង រចនាសម្ព័ន្ធ ផ្នែក ស ខួរក្បាល,positive
ការដាំ ដំណាំ រដូវ ប្រាំង ទាមទារ ស្រោចស្រព ពេញលេញ ជា ឧបសគ្គ ចម្បង កសិករ ការដាំ ដំណាំ ការដាំ ដំណាំ ដើម រដូវ វស្សា កាត់បន្ថយ ភាពបរាជ័យ ដោយសារ ការរាំងស្ងួត,positive
តុលាការ ចាប់ផ្តើម កោះហៅ សាក្សី ចូល បំភ្លឺ ដំណាក់កាល សវនាការ ជំនុំជម្រះ ចាប់ពី សវនាការ សប្តាហ៍ ៥៩,neutral
ជា តម្លៃ សិក្សា សមរម្យ ជាង ការសិក្សា អនឡាញ ជា ថ្នាក់រៀន បែប ចែករំលែក ទឹកចិត្ត វិន័យ គុណភាព,positive
ប្រទេស ជប៉ុន ប្រទេស កូរ៉េ បាន ផល ច្រើន ជាង តោន តាំងតែពី ដើម ទសវត្សរ៍ ដោយឡែក ទិន្នផល ប្រទេស ចិន ទើបតែ ការកើនឡើង ខ្ពស់ ជាង តោន ចាប់ពី ពាក់កណ្តាល ទសវត្សរ៍ ៦០ ប៉ុណ្ណោះ,positive
ជា ទម្រង់ កិច្ចប្រជុំ ប្រមូល ធាតុ ចូល ការពិភាក្សា ការរឹតត្បិត បើក ចំហរ ប្រធានបទ ការគិតគូរ ផែនការ សកម្មភាព អាស៊ាន ឆ្នាំ ២០២២ បញ្ហា នានា កើតមាន,positive
ខ្ញុំ សង្ឃឹម ឱកាស បាន ជួប ពិភាក្សា ជាមួយ ពូ ជា បន្តបន្ទាប់ ជួយសហការ កិច្ចការងារ យុវជន កម្ពុជា ជា ទំពាំង ស្នង ឬស្សី នា អនាគត,positive
ទី២ បន្ត រក្សាទុក ម៉ាស៊ីន វ៉ាស់ កម្តៅ ចម្ងាយ ច្រក ទ្វារ - ចូល ប្រទេស ព្រមទាំង រក្សាទុក មន្ត្រី ទទួលបន្ទុក ការងារ ចត្តាឡី ស័ក ច្រក ទ្វារ ព្រំដែន ពិនិត្យ ផ្តល់ យោបល់ អ្នកដំណើរ រោគសញ្ញា អ្នកជំងឺ តម្រូវការ ជា យថាហេតុ,positive
បូរី វង្ស សានិត ប្រធាន មន្ទីរ សាធារណការ ដឹកជញ្ជូន ខេត្ត ព្រះ សីហនុ បាន ឱ្យដឹង ការបើកបរ ផ្លូវ ល្បឿន លឿន ៣ កន្លងទៅ ដោយឡែក កន្លង ខាងស្តាំ ដៃ ជា កន្លង ត្រូវការជួយសង្គ្រោះ លេខ ទូរសព្ទ ជួយសង្គ្រោះ ១៣៩៩ សុំ ការជួយសង្គ្រោះ បន្ទាន់,positive
គ្រឿងញៀន បាន កំពុងតែ ពង្វក់ ស្មារតី មនុស្ស ជាច្រើន សកលលោក ពលរដ្ឋ ខ្មែរ ប្រទេស ផងដែរ,negative
គម្ពីរ ព្រះពុទ្ធ សាសនា ស្តេច យម រាជ ជា អ្នកបញ្ជា ឲ្យ ចាប់ បោះ ប្រែត ចូល ទៅក្នុង ខ្ទះ អីចឹង,neutral
ការស្រាវជ្រាវ បាន សម្គាល់ ឃើញ ការព្យាបាល អរម៉ូន ឆ្លើយតប ទៅនឹង ប្រសិទ្ធភាព ការធ្វើ លំហាត់ប្រាណ,positive
គួរ បញ្ជាក់ រុស្ស៊ី ព្យាយាម ដក ភាពឯកោ អន្តរជាតិ មហាសន្និបាត ៣ ភាគ ៤ បាន បោះឆ្នោត ថ្កោល ទោស ទីក្រុង មូស្គូ ទាមទារ ដក ទ័ព រយៈពេល សប្តាហ៍ ការលុកលុយ ប្រទេស ជិតខាង អ៊ុយក្រែន ថ្ងៃទី ២៤ ខែកុម្ភៈ,positive
បាន កំពុងតែ រស់ ពិភពលោក ប្រឈមមុខ ដាក់ បែកបាក់ ការប្រឈមមុខ ដាក់ ទៀតសោត កំពុងតែ កើនឡើង ផងដែរ,negative
